format,storage_mb,write_time_sec,read_full_time_sec,read_sample_time_sec,aggregation_time_sec
Parquet,544.7268657684326,7.346445322036743,0.8060572147369385,0.8163480758666992,0.4788544178009033
Avro,1203.764163017273,470.97082901000977,76.27950859069824,82.79232907295227,77.66901731491089
CSV,1165.3352947235107,50.51838254928589,31.418577194213867,31.716914415359497,31.805065393447876
JSON,2943.224570274353,45.86831307411194,95.40609574317932,116.88436627388,111.05970644950867
